Bayern 2 Süd,http://br-mp3-bayern2sued-s.akacast.akamaistream.net/7/717/256282/v1/gnl.akacast.akamaistream.net/br_mp3_bayern2sued_s
Bayern 5 aktuell,http://br-mp3-b5aktuell-s.akacast.akamaistream.net/7/773/142694/v1/gnl.akacast.akamaistream.net/br_mp3_b5aktuell_s
Rádio Oxigénio,mms://stream.radio.com.pt/ROLI-ENC-489
